Function,Name,Dll,AmountInGoodwares,AmountInRansomwares
b'?on_pois_hide@MapListener@ngeo@@UEAAXPEBD@Z',2,1,2,0
b'?on_pois_show@MapListener@ngeo@@UEAAXPEBD@Z',2,1,2,0
b'VarBoolFromUI8',2,1,2,0
b'ClearBitmapAttributes',2,1,2,0
b'MtxCluSetDefaultClusterResource',2,1,2,0
b'MtxCluVerifyLogPathInDependantDiskResource',2,1,2,0
b'VarBoolFromUI4',2,1,2,0
b'VarBoolFromUI2',2,1,2,0
b'SnmpSvcAddrToSocket',2,1,2,0
b'CleanupFileNameInPlaceW',2,1,2,0
b'SnmpSvcGetEnterpriseOID',2,1,2,0
b'MultiStringToSafeArray',2,1,2,0
b'VarBoolFromUI1',2,1,2,0
b'ClassCache_New',2,1,2,0
b'ClassCache_GetClass',2,1,2,0
b'NtFindAtom',2,1,2,0
b'VarBstrFromR4',2,1,2,0
b'PathQuoteSpacesA',2,2,2,0
b'?on_internal_draw_end@MapListener@ngeo@@UEAAXXZ',2,1,2,0
b'ClipGenerateDeviceLicenseRequest',2,1,2,0
b'VarCyFromUI8',2,1,2,0
b'MsvpPasswordValidate',2,1,2,0
b'MsvpPutClearOwfsInPrimaryCredential',2,1,2,0
b'MsvpUpdateSharedConfiguration',2,1,2,0
b'PathRenameExtensionA',2,1,2,0
b'MtxCluEnumerateDtcResources',2,1,2,0
b'VarBstrFromUI4',2,1,2,0
b'PathRemoveBlanksA',2,2,2,0
b'MtxCluGetDTCVirtualServerNameW',2,1,2,0
b'MtxCluGetDefaultClusterResource',2,1,2,0
b'MtxCluGetDefaultClusterResourceNonAdmin',2,1,2,0
b'MtxCluGetNameFromResourceIdString',2,1,2,0
b'MtxCluGetNameFromResourceIdStringNonAdmin',2,1,2,0
b'NtDCompositionDuplicateHandleToProcess',2,1,2,0
b'UrlFixupW',2,1,2,0
b'SspiIsAuthIdentityEncrypted',2,1,2,0
b'?set_capture_surface@View@ngeo@@QEAA?AW4ErrorCode@2@PEBVSurface@2@@Z',2,1,2,0
b'TrimDSNameBy',2,1,2,0
b'?set_color@LineAttributes@ngeo@@QEAAXAEBVColor@2@@Z',2,1,2,0
b'NdrGetTypeFlags',2,1,2,0
b'CM_Get_DevNode_Property_ExW',2,1,2,0
b'NtAlpcCreateSecurityContext',2,1,2,0
b'?set_course_degrees@Location@ngeo@@QEAAXN@Z',2,1,2,0
b'NdrMesTypeAlignSize2',2,1,2,0
b'NdrMesTypeDecode2',2,1,2,0
b'CM_Get_Class_Property_ExW',2,1,2,0
b'CM_Get_Class_PropertyW',2,1,2,0
b'TranslateMessageEx',2,1,2,0
b'CM_Get_Child_Ex',2,2,2,0
b'CM_Free_Resource_Conflict_Handle',2,2,2,0
b'NtAlpcCreateResourceReserve',2,1,2,0
b'NdrMesTypeEncode2',2,1,2,0
b'CM_Get_Device_ID_List_ExW',2,1,2,0
b'CM_Get_Device_ID_List_Size_ExW',2,1,2,0
b'UrlEscapeString',2,1,2,0
b'?set_bing_authentication_key@MapModel@ngeo@@QEAA?AW4ErrorCode@2@AEBVustring@2@@Z',2,1,2,0
b'CM_Get_Sibling_Ex',2,2,2,0
b'CM_Get_Resource_Conflict_DetailsW',2,2,2,0
b'CM_Get_Resource_Conflict_Count',2,2,2,0
b'NtAlpcImpersonateClientContainerOfPort',2,1,2,0
b'CM_Get_Res_Des_Data',2,2,2,0
b'URLOpenBlockingStreamW',2,1,2,0
b'?set_altitude@GeoCoordinates@ngeo@@QEAAXM@Z',2,1,2,0
b'CM_Get_Next_Res_Des',2,2,2,0
b'CM_Get_Hardware_Profile_Info_ExW',2,2,2,0
b'TzSpecificLocalTimeToSystemTimeEx',2,1,2,0
b'CM_Get_First_Log_Conf',2,2,2,0
b'PathIsPrefixA',2,1,2,0
b'?set_application_code@Connection@ngeo@@QEAA?AW4ErrorCode@2@AEBVustring@2@@Z',2,1,2,0
b'?set_application_id@Connection@ngeo@@QEAA?AW4ErrorCode@2@AEBVustring@2@@Z',2,1,2,0
b'?set_bbox@Location@ngeo@@QEAAXAEBVGeoRect@2@@Z',2,1,2,0
b'PathIsFileSpecA',2,2,2,0
b'TracePrintfW',2,1,2,0
b'CM_Disable_DevNode',2,2,2,0
b'??0?$AutoRelease@UIWbemContext@@@@QEAA@XZ',2,1,2,0
b'NdrProxyForwardingFunction27',2,1,2,0
b'NdrProxyForwardingFunction28',2,1,2,0
b'CDPServiceShutdown',2,1,2,0
b'CDPServiceInitialize',2,1,2,0
b'CDPResume',2,1,2,0
b'SruFreeRecordSet',2,1,2,0
b'SruQueryStats',2,1,2,0
b'CDPInitialize',2,1,2,0
b'CDPGetLogger',2,1,2,0
b'SruRegisterRealTimeStats',2,1,2,0
b'SruUnregisterRealTimeStats',2,1,2,0
b'NdrProxyForwardingFunction29',2,1,2,0
b'NtAccessCheckByTypeResultListAndAuditAlarmByHandle',2,1,2,0
b'SspiGetTargetHostName',2,1,2,0
b'CDPCreateDeviceQuery',2,1,2,0
b'CDPShutdown',2,1,2,0
b'CDPSuspend',2,1,2,0
b'NtAddAtomEx',2,1,2,0
b'?set_location_method@Location@ngeo@@QEAAXW4LocationMethod@12@@Z',2,1,2,0
b'TracePrintfExW',2,1,2,0
b'?set_info@Location@ngeo@@QEAAXAEBVLocationInfo@2@@Z',2,1,2,0
b'NtAllocateUuids',2,1,2,0
b'?set_latitude@GeoCoordinates@ngeo@@QEAAXN@Z',2,1,2,0
b'NtAllocateUserPhysicalPages',2,1,2,0
b'NtAlertThreadByThreadId',2,1,2,0
b'?set_longitude@GeoCoordinates@ngeo@@QEAAXN@Z',2,1,2,0
b'NtAddBootEntry',2,1,2,0
b'CLRCreateInstance',2,1,2,0
b'TpmGet_IsTpmPresent',2,1,2,0
b'CLIPOBJ_cEnumStart',2,1,2,0
b'CLIPOBJ_bEnum',2,1,2,0
b'NtAdjustGroupsToken',2,1,2,0
b'PSPropertyBag_ReadPropertyKey',2,1,2,0
b'UbpmCloseTriggerConsumer',2,1,2,0
b'CM_Is_Dock_Station_Present',2,1,2,0
b'UbpmOpenTriggerConsumer',2,1,2,0
b'CallDrvDevModeConversion',2,1,2,0
b'CertAddEnhancedKeyUsageIdentifier',2,1,2,0
b'UpdateCalendarDayOfWeek',2,1,2,0
b'NtCreateTimer2',2,1,2,0
b'UnsubscribeEdpEnabledStateChange',2,1,2,0
b'NCryptStreamClose',2,1,2,0
b'NCryptStreamOpenToProtect',2,1,2,0
b'NCryptStreamOpenToUnprotect',2,1,2,0
b'CeipIsOptedIn',2,1,2,0
b'NCryptStreamUpdate',2,1,2,0
b'NCryptVerifyClaim',2,1,2,0
b'??0?$AutoRelease@UIWbemLocator@@@@QEAA@XZ',2,1,2,0
b'PFXExportCertStore',2,1,2,0
b'NameMatched',2,1,2,0
b'NtCreatePagingFile',2,1,2,0
b'RecoverEnlistment',2,1,2,0
b'?set@LocationInfo@ngeo@@QEAAXW4Field@12@AEBVustring@2@@Z',2,1,2,0
b'UpdateDCOMSettings',2,2,2,0
b'NtCreateTokenEx',2,1,2,0
b'RefreshPolicyExInternal',2,1,2,0
b'SortCompareEx',2,1,2,0
b'NtDCompositionDestroyChannel',2,1,2,0
b'CertFindRDNAttr',2,1,2,0
b'?resumeEngine@BaseEngine@nmacore@@UEAA_NXZ',2,1,2,0
b'?resumeEngine@BaseEngine@nmacore@Microsoft@@UEAA_NXZ',2,1,2,0
b'CertFindCRLInStore',2,1,2,0
b'RefreshISNSServerW',2,1,2,0
b'UpdatePackageStatus',2,2,2,0
b'L2GPPolicyDataDelete',2,1,2,0
b'??0?$AutoRelease@UIWbemPath@@@@QEAA@PEAUIWbemPath@@@Z',2,1,2,0
b'PATHOBJ_vGetBounds',2,1,2,0
b'KeLeaveCriticalRegion',2,1,2,0
b'CertDuplicateCTLContext',2,1,2,0
b'UpdatePackageStatusForUser',2,2,2,0
b'UninstallColorProfileW',2,1,2,0
b'NtCreateMailslotFile',2,1,2,0
b'NtAlpcQueryInformationMessage',2,1,2,0
b'PathMakePrettyW',2,1,2,0
b'UiaClientsAreListening',2,1,2,0
b'CM_Set_DevNode_Property_ExW',2,1,2,0
b'CM_Set_DevNode_Problem_Ex',2,1,2,0
b'NtCallbackReturn',2,1,2,0
b'CM_Set_Class_Property_ExW',2,1,2,0
b'NdrClientInitializeNew',2,1,2,0
b'UbpmTriggerConsumerUnregister',2,1,2,0
b'NdrConvert2',2,1,2,0
b'UbpmTriggerConsumerRegister',2,1,2,0
b'CM_Query_Resource_Conflict_List',2,2,2,0
b'CM_Query_And_Remove_SubTree_ExW',2,1,2,0
b'PathIsRelativeA',2,2,2,0
b'UbpmTriggerConsumerControl',2,1,2,0
b'NtAlpcSetInformation',2,1,2,0
b'NdrCorrelationInitialize',2,1,2,0
b'UiaHostProviderFromHwnd',2,1,2,0
b'CM_Setup_DevNode_Ex',2,1,2,0
b'UiaRaiseStructureChangedEvent',2,1,2,0
b'NtCreateEnclave',2,1,2,0
b'CacheIsNameInNodeList',2,1,2,0
b'KeQueryActiveProcessorCountEx',2,1,2,0
b'UninitLocalMsCtfMonitor',2,1,2,0
b'NtCreateJobSet',2,1,2,0
b'NtCreateImplicitCompositionInputSink',2,1,2,0
b'UnRegisterForPrintAsyncNotifications',2,1,2,0
b'UnImpersonateAnyClient',2,1,2,0
b'PathIsRootA',2,1,2,0
b'NtCreateCompositionInputSink',2,1,2,0
b'NtCompareObjects',2,1,2,0
b'ReasonCodeNeedsComment',2,1,2,0
b'UlStripWhitespaceW',2,1,2,0
b'KeQueryTimeIncrement',2,1,2,0
b'UiaReturnRawElementProvider',2,1,2,0
b'CursorLibLockStmt',2,1,2,0
b'WerpAddFile',2,1,2,0
b'NtGdiDdDDIWaitForVerticalBlankEvent2',2,2,2,0
b'RasPortGetProtocolCompression',2,1,2,0
b'EnableEUDC',2,1,2,0
b'?SetWCHARSplat@CInstance@@QEAA_NPEBG0@Z',2,1,2,0
b'MQOpenQueue',2,1,2,0
b'MQPathNameToFormatName',2,1,2,0
b'ElementFromGadget',2,1,2,0
b'EfsUtilSmartcardCredsNeededError',2,1,2,0
b'EfsUtilSetSmartcardPin',2,1,2,0
b'SHSetKnownFolderPath',2,1,2,0
b'EfsUtilReleaseUserKey',2,1,2,0
b'MQPurgeQueue',2,1,2,0
b'?SetWrapKeyboardNavigate@HWNDElement@DirectUI@@QEAAJ_N@Z',2,1,2,0
b'NtGdiGetOPMRandomNumber',2,2,2,0
b'EfsUtilGetUserKey',2,1,2,0
b'NtGdiGetOPMInformation',2,2,2,0
b'MQReceiveMessage',2,1,2,0
b'EnableFirewallRule',2,1,2,0
b'MQMgmtGetInfo',2,1,2,0
b'MQMgmtAction',2,1,2,0
b'WwanGetDMConfigProfile',2,1,2,0
b'?SetToggleValue@TouchSwitch@DirectUI@@QEAAXH_N@Z',2,1,2,0
b'??0LocationInfo@ngeo@@QEAA@XZ',2,1,2,0
b'EngAcquireSemaphore',2,1,2,0
b'WwanGetProfileList',2,1,2,0
b'SHRegGetValueA',2,1,2,0
b'SHRegGetValueFromHKCUHKLM',2,2,2,0
b'EndUpdateResourceA',2,1,0,2
b'EncodeBase64',2,1,2,0
b'EndTask',2,1,2,0
b'WwanDeleteProfile',2,1,2,0
b'WwanDeleteDMConfigProfile',2,1,2,0
b'??0Location@ngeo@@QEAA@AEBVGeoCoordinates@1@AEBVLocationInfo@1@@Z',2,1,2,0
b'?SetVariant@CInstance@@QEAA_NPEBGAEBUtagVARIANT@@@Z',2,1,2,0
b'EncryptData',2,1,2,0
b'SHSkipJunction',2,2,2,0
b'WsWriteStartElement',2,1,2,0
b'WsWriteStartAttribute',2,1,2,0
b'MQSec_GetDefaultSecDescriptor',2,1,2,0
b'MQSec_GetDefaultMessageAuthenticationLevel',2,1,2,0
b'SLIsGenuineLocalEx',2,1,2,0
b'MQSec_GetDefaultPublicQueueSecurityDescriptor',2,1,2,0
b'WsWriteElement',2,1,2,0
b'SLReArm',2,1,2,0
b'SLRegisterEvent',2,2,2,0
b'SLSetGenuineInformation',2,2,2,0
b'SLGetTokenActivationCertificates',2,1,2,0
b'SLSignTokenActivationChallenge',2,1,2,0
b'EfsClientFreeProtectorList',2,1,2,0
b'SLUninstallLicense',2,2,2,0
b'SLUninstallProofOfPurchase',2,2,2,0
b'EfsClientDecryptFile',2,1,2,0
b'SLUnregisterEvent',2,2,2,0
b'SLGetWindowsInformation',2,1,2,0
b'SLGetServiceInformation',2,1,2,0
b'MQReceiveMessageByLookupId',2,1,2,0
b'SLFreeTokenActivationCertificates',2,1,2,0
b'LdapCrackUserDNtoNTLMUser2',2,1,2,0
b'?SetXOffset@Viewer@DirectUI@@QEAAJH@Z',2,1,2,0
b'SLConsumeRight',2,1,2,0
b'?SetXScrollable@BaseScrollViewer@DirectUI@@QEAAJ_N@Z',2,1,2,0
b'??0LIST@@QEAA@XZ',2,1,2,0
b'SLDepositTokenActivationResponse',2,1,2,0
b'SLGenerateTokenActivationChallenge',2,1,2,0
b'MQSec_GetDefaultHashAlgorithm',2,1,2,0
b'MQSec_ConvertSDToNT4Format',2,1,2,0
b'MQSec_CopySecurityDescriptor',2,1,2,0
b'??0KEYBOARD@@QEAA@XZ',2,1,2,0
b'MQSec_GetAdminSid',2,1,2,0
b'?SetYOffset@BaseScrollViewer@DirectUI@@QEAAJH@Z',2,1,2,0
b'WsWriteEndAttribute',2,1,2,0
b'EngBitBlt',2,1,2,0
b'SHRegEnumUSValueW',2,1,2,0
b'EngCopyBits',2,1,2,0
b'?SetRangeMin@CCTrackBar@DirectUI@@QEAAJH@Z',2,1,2,0
b'EnterprisePolicyManagerStore_EDPCSPConfigSourceAreaPolicyGetValue',2,1,2,0
b'?SetPromptText@TouchEdit2@DirectUI@@QEAAJPEBG@Z',2,1,2,0
b'PrivateCoInternetCombineIUri',2,1,2,0
b't318',2,1,2,0
b'RasPortConnectComplete',2,1,2,0
b'?SetRangeMax@CCTrackBar@DirectUI@@QEAAJH@Z',2,1,2,0
b'MMC_PickIconDlg',2,1,2,0
b'SHExtractIconsW',2,1,2,0
b'IsValidEnhMetaRecordOffExt',2,1,2,0
b'IsValidLanguageGroup',2,2,2,0
b'EnterReaderModeHelper',2,1,2,0
b'??0Macro@DirectUI@@QEAA@XZ',2,1,2,0
b'XactGetDTC',2,1,2,0
b'RegisterForPrintAsyncNotifications',2,1,2,0
b'SHFileOperationA',2,1,1,1
b'?SetPrimaryRegPath@CIniW@@QEAAXPEBG@Z',2,1,2,0
b'?SetSnapIntervalX@TouchScrollViewer@DirectUI@@QEAAJM@Z',2,1,2,0
b'IsUninstallImageValid',2,1,2,0
b'EnterpriseResourceManagerStore_WriteResourceNodePath',2,1,2,0
b'EnterpriseResourceManagerStore_NormalizeURI',2,1,2,0
b'EnterpriseResourceManagerStore_IsResourceProvisioned',2,1,2,0
b'EnterpriseResourceManagerStore_GenerateWmiResourcePath',2,1,2,0
b'EnterpriseResourceManagerStore_DeleteTrackedResourcesForEnrollment',2,1,2,0
b'EnterprisePolicyManagerStore_PublishAnyDelayedWnfs',2,1,2,0
b'EnterprisePolicyManagerStore_IsValidPolicy',2,1,2,0
b'SHExpandEnvironmentStringsA',2,1,2,0
b'EnterprisePolicyManagerStore_IsValidArea',2,1,2,0
b'SHEnableServiceObject',2,1,2,0
b'?SetPosition@ModernProgressBar@DirectUI@@QEAAJH@Z',2,1,2,0
b'?SetPressed@Button@DirectUI@@QEAAJ_N@Z',2,1,2,0
b'EnterprisePolicyManagerStore_GetAllProviderContextSidAreas',2,1,2,0
b'?SetPrimaryFile@CIniW@@QEAAXPEBG@Z',2,1,2,0
b'IsValidRelativeSecurityDescriptor',2,1,2,0
b'EngUnlockSurface',2,1,2,0
b'WwanSearchProfile',2,1,2,0
b'MQGetQueueSecurity',2,1,2,0
b'?SetSuppressSetContact@TouchScrollViewer@DirectUI@@QEAAJ_N@Z',2,1,2,0
b'SHPinDllOfCLSID',2,1,2,0
b'MQGetMachineProperties',2,1,2,0
b'IsWinPE',2,1,2,0
b'MQGetQueueProperties',2,1,2,0
b'EngFreeModule',2,2,1,1
b'WwanSetProfile',2,1,2,0
b'MQCreateQueue',2,1,2,0
b'WwanSetInterface',2,1,2,0
b'IsWindowArranged',2,1,2,0
b'SHRegDeleteEmptyUSKeyW',2,1,2,0
b'EngCreateSemaphore',2,1,2,0
b'WwanSetDMConfigProfile',2,1,2,0
b'EngCreateBitmap',2,1,2,0
b'MQDeleteQueue',2,1,2,0
b'MQCreateCursor',2,1,2,0
b'NtGdiGetSuggestedOPMProtectedOutputArraySize',2,2,2,0
b'NtGdiGetRgnBox',2,2,2,0
b'EngStrokePath',2,1,2,0
b'??0MOUNT_POINT_MAP@@QEAA@XZ',2,1,2,0
b'SHGetPathFromIDListEx',2,2,2,0
b'?SetStatusObject@MethodContext@@QEAA_NPEAUIWbemClassObject@@@Z',2,1,2,0
b'EngReleaseSemaphore',2,1,2,0
b'MQBeginTransaction',2,1,2,0
b'NtGdiGetRegionData',2,2,2,0
b'EngLockSurface',2,1,2,0
b'XMLAPI_GetAttributeString',2,1,2,0
b'MQCloseCursor',2,1,2,0
b'XMLAPI_GetAttributeLong',2,1,2,0
b'MQCloseQueue',2,1,2,0
b'XLATEOBJ_iXlate',2,1,2,0
b'SHGetViewStatePropertyBag',2,1,2,0
b'RegisterBindStatusCallback',2,1,2,0
b'MQSec_GetProcessUserSid',2,1,2,0
b'?SetParams@CmLogFile@@QEAAJHKPEBG@Z',2,1,2,0
b'LdapCloseObject',2,1,2,0
b'SaferGetPolicyInformation',2,1,2,0
b'SaferIdentifyLevel',2,1,1,1
b'MapUserPhysicalPages',2,2,1,1
b'D3D10CoreGetVersion',2,2,2,0
b'JetCompactW',2,1,2,0
b'?TraceAndClear@SC@mmcerror@@QEAAXXZ',2,1,2,0
b'?TraceError@@YAXPEBGAEBVSC@mmcerror@@@Z',2,1,2,0
b'?TraceSnapinError@@YAXPEBGAEBVSC@mmcerror@@@Z',2,1,2,0
b'DsEnumerateDomainTrustsA',2,2,2,0
b'SamEnumerateAliasesInDomain',2,1,2,0
b'SamEnumerateGroupsInDomain',2,1,2,0
b'SamEnumerateUsersInDomain',2,1,2,0
b'WsCloseServiceProxy',2,1,2,0
b'WsCall',2,1,2,0
b'RegisterApplicationRecoveryCallback',2,1,2,0
b'DsGetEventConfig',2,2,2,0
b'DsGetForestTrustInformationW',2,1,2,0
b'?ToString@Guid@Platform@@QEAAPE$AAVString@2@XZ',2,1,2,0
b'DsQuoteRdnValueW',2,1,2,0
b'DsReplicaSyncAllW',2,1,2,0
b'PowerReadSettingAttributes',2,2,2,0
b'WsFlushWriter',2,1,2,0
b'WsFillReader',2,1,2,0
b'DsReplicaDelW',2,1,2,0
b'DsReadNgcKeyW',2,1,2,0
b'DsQuerySitesFree',2,1,2,0
b'SaferComputeTokenFromLevel',2,1,1,1
b'DsQuerySitesByCostW',2,1,2,0
b'SafeLoadVdsService',2,1,2,0
b'?Throw@SC@mmcerror@@QEAAXJ@Z',2,1,2,0
b'?Throw@SC@mmcerror@@QEAAXXZ',2,1,2,0
b'?ThumbPositionProp@CCTrackBar@DirectUI@@SAPEBUPropertyInfo@2@XZ',2,1,2,0
b'SafeWideCharToMultiByte',2,1,2,0
b'SamIAccountRestrictions',2,1,2,0
b'DsBindByInstanceW',2,1,2,0
b'DsBindA',2,1,2,0
b'?UpdateContentSize@TouchScrollViewer@DirectUI@@SA?AVUID@@XZ',2,1,2,0
b'MapsBackgroundTransferService_FreeJob',2,1,2,0
b'DrawDibBegin',2,1,2,0
b'DrawAnimatedRects',2,1,1,1
b'DragQueryPoint',2,1,0,2
b'DragQueryFileA',2,1,2,0
b'SamIGetResourceGroupMembershipsTransitive',2,1,2,0
b'DragAcceptFiles',2,1,2,0
b'DrawDibRealize',2,1,2,0
b'NtGdiGetDeviceCapsAll',2,2,2,0
b'SamIGetUserLogonInformation2',2,1,2,0
b'SamIGetUserLogonInformationEx',2,1,2,0
b'Dot3SetProfile',2,1,2,0
b'NtGdiGetDeviceCaps',2,2,2,0
b'SamIMixedDomain',2,1,2,0
b'DrawDibGetPalette',2,1,2,0
b'SamIFree_UserInternal6Information',2,1,2,0
b'JetConvertDDLA',2,1,2,0
b'??0INTSTACK@@QEAA@XZ',2,1,2,0
b'DriverStoreSetLogContext',2,1,2,0
b'DriverStoreFindDriverPackageW',2,1,2,0
b'?TrustedHive@Registry2@container@@YAAEAVNode@2@_N@Z',2,1,2,0
b'DriverStoreAddDriverPackageW',2,1,2,0
b'DriverPackageGetVersionInfoW',2,1,2,0
b'DriverPackageEnumDriversW',2,1,2,0
b'JetCreateIndex2W',2,1,2,0
b'MapsBackgroundTransferService_CreateOrFindJob',2,1,2,0
b'NtGdiGetEntry',2,2,2,0
b'NtUserUpdateInputContext',2,1,2,0
b'JetCreateIndexA',2,1,2,0
b'?Uninitialize@CVdsAsyncObjectBase@@SAXXZ',2,1,2,0
b'?Uninitialize@CVdsPnPNotificationBase@@QEAAXXZ',2,1,2,0
b'?UnregisterHandle@CVdsPnPNotificationBase@@QEAAXPEAX@Z',2,1,2,0
b'?SystemAlertEvent@Schema@DirectUI@@2HA',2,1,2,0
b'SafeArrayToByteArray',2,1,2,0
b'WsFreeServiceProxy',2,1,2,0
b'PowerSetUserAwayPrediction',2,1,2,0
b'STORAGE_CreateStorageItemFromShellItem_FullTrustCaller_ForPackage_WithProcessHandle',2,2,2,0
b'WsWriteBytes',2,1,2,0
b'EapHostPeerInvokeConfigUI',2,1,2,0
b'WsSetWriterPosition',2,1,2,0
b'EapHostPeerGetMethodProperties',2,1,2,0
b'EapHostPeerCredentialsXml2Blob',2,1,2,0
b'WsResetHeap',2,1,2,0
b'WsWriteChars',2,1,2,0
b'??0Impl0@LogArgsBuilder@internal@auf_v18@@QEAA@XZ',2,1,2,0
b'??0Impl0@LogArgsBuilder@internal@auf_v18@@IEAA@PEAEPEA_K@Z',2,1,2,0
b'??0Identifier@ngeo@@QEAA@XZ',2,1,2,0
b'EaDeleteAggregatedEvent',2,1,2,0
b'EaCreateAggregation',2,1,2,0
b'?Signal@CVdsAsyncObjectBase@@QEAAXXZ',2,1,2,0
b'MQSigHashMessageProperties',2,1,2,0
b'MQSetQueueProperties',2,1,2,0
b'DwmValidateWindow',2,1,2,0
b'PowerWritePossibleFriendlyName',2,2,2,0
b'PowerWriteValueUnitsSpecifier',2,2,2,0
b'MQSec_GetThreadUserSid',2,1,2,0
b'PowerWriteSettingAttributes',2,2,2,0
b'tmpnam',2,1,2,0
b'MQSec_MakeSelfRelative',2,1,2,0
b'PowerWritePossibleValue',2,1,2,0
b'MQSec_RpcAuthnLevel',2,1,2,0
b'MQSendMessage',2,1,2,0
b'MQSec_SetDirectorySecurityForService',2,1,2,0
b'MQSec_SetLocalRpcMutualAuth',2,1,2,0
b'PowerWritePossibleDescription',2,2,2,0
b'EcUidToGlobalObjId',2,1,2,0
b'MQSec_StorePubKeysInDS',2,1,2,0
b'STORAGE_CStorageItem_GetValidatedStorageItemObject',2,2,2,0
b'MakeAbsoluteSD2',2,1,2,0
b'PowerRestoreIndividualDefaultPowerScheme',2,1,2,0
b'MapGadgetPoints',2,2,2,0
b'WsMoveWriter',2,1,2,0
b'DsrFreeJoinInfoEx',2,1,2,0
b'SafeArrayAllocDescriptorEx',2,1,1,1
b'?Strcmp@WSTRING@@QEBAJPEBV1@@Z',2,1,2,0
b'SafeArrayCopyData',2,1,2,0
b'WsReadBytes',2,1,2,0
b'WsOpenServiceProxy',2,1,2,0
b'WsGetWriterPosition',2,1,2,0
b'STRBUF_Destroy',2,1,2,0
b'WsGetReaderProperty',2,1,2,0
b'DsWriteNgcKeyW',2,1,2,0
b'?StringToDword@@YAHPEBGPEAK@Z',2,1,2,0
b'?Strrchr@WSTRING@@QEBAKGK@Z',2,1,2,0
b'??0Icon@ngeo@@QEAA@AEBV01@@Z',2,1,2,0
b'PowerReadValueIncrement',2,2,2,0
b'DsrGetJoinInfoEx',2,1,2,0
b'STRBUF_CreateBSTR',2,1,2,0
b'PowerRestoreDefaultPowerSchemes',2,2,2,0
b'?Split@WSTRING@@QEBAEPEAVARRAY@@PEBV1@E@Z',2,1,2,0
b'DwmSetIconicThumbnail',2,1,2,0
b'PowerRemovePowerSetting',2,2,2,0
b'STORAGE_SHGetPathFromMsUri',2,1,2,0
b'STORAGE_SHValidateMSUri',2,1,2,0
b'STRAPI_ConvertCase',2,1,2,0
b'?SortChildren@Element@DirectUI@@QEAAJP6AHPEBX0@Z@Z',2,1,2,0
b'STRAPI_FormatMsgV',2,1,2,0
b'STRBUF_Create',2,1,2,0
b'DwmExtendFrameIntoClientArea',2,1,2,0
b'DwEnumEntryDetails',2,1,2,0
b'?SqmExportOnError@SQMEXPORT@@SAXKKEE_KU_GUID@@@Z',2,1,2,0
b'?StartNavigate@Browser@DirectUI@@SA?AVUID@@XZ',2,1,2,0
b'DuplicateEncryptionInfoFile',2,1,2,0
b'STRBUF_AppendString',2,1,2,0
b'EnterpriseResourceManager_ScopeData_IsValid',2,1,2,0
b'SHDeleteEmptyKeyW',2,1,2,0
b'Dot3ReasonCodeToString',2,1,2,0
b'FWFreeConnectionSecurityRules',2,1,2,0
b'MFCreateTelemetrySession',2,1,2,0
b'?QueryUdfMediaType@DP_DRIVE@@QEAAKXZ',2,1,2,0
b'?QueryVolumeSize@IFS_SYSTEM@@SAEPEBVWSTRING@@PEA_K@Z',2,1,2,0
b'?QueryWCExpansion@PATH@@QEAAPEAV1@PEAV1@@Z',2,1,2,0
b'?QueryWindowsErrorMessage@SYSTEM@@SAEKPEAVWSTRING@@@Z',2,1,2,0
b'__crtSleep',2,2,2,0
b'__crtSetFileInformationByHandle',2,2,2,0
b'FilterGetDosName',2,1,2,0
b'FilterFindNext',2,1,2,0
b'FilterFindFirst',2,1,2,0
b'FilterFindClose',2,1,2,0
b'__crtIsPackagedApp',2,2,2,0
b'__crtInitializeCriticalSectionEx',2,2,2,0
b'__crtGetLocaleInfoEx',2,2,2,0
b'__crtGetFileInformationByHandleEx',2,2,2,0
b'MFCreateStreamDescriptor',2,1,2,0
b'MFCreateSourceResolver',2,1,2,0
b'RtlpReleaseIdleSlots',2,1,2,0
b'__p___wargv',2,1,2,0
b'RasHandleTriggerConnDisconnect',2,1,2,0
b'?QueryParents@DIGRAPH@@QEBAEKPEAVNUMBER_SET@@@Z',2,1,2,0
b'IsLocalSystemCluster',2,1,2,0
b'MFCreatePresentationDescriptor',2,1,2,0
b'?QueryParentsWithChildren@DIGRAPH@@QEBAEPEAVNUMBER_SET@@K@Z',2,1,2,0
b'?QueryResourceString@BASE_SYSTEM@@SAEPEAVWSTRING@@KPEBDZZ',2,1,2,0
b'__p___argv',2,2,1,1
b'MFCreateSourceReaderFromMediaSource',2,1,2,0
b'RegisterTouchWindow',2,1,2,0
b'LdapModifyS',2,1,2,0
b'?QuerySnapshotDiffAreaVolume@SNAPSHOT@@QEAAEPEAVWSTRING@@@Z',2,1,2,0
b'?QueryStatus@CVdsAsyncObjectBase@@UEAAJPEAJPEAK@Z',2,1,2,0
b'RtlpNtOpenKey',2,1,2,0
b'__intrinsic_setjmp',2,1,2,0
b'__crtFlsSetValue',2,2,2,0
b'__crtFlsGetValue',2,2,2,0
b'PropVariantToUInt16',2,1,2,0
b'?Register@ScrollViewer@DirectUI@@SAJXZ',2,1,2,0
b'FWQueryCryptoSets',2,1,2,0
b'FWQueryConnectionSecurityRules',2,1,2,0
b'FWQueryAuthenticationSets',2,1,2,0
b'FWIndicateTupleInUse',2,1,2,0
b'?Register@Macro@DirectUI@@SAJXZ',2,1,2,0
b'PropVariantToBSTR',2,1,2,0
b'RasIsTrustedCustomDll',2,1,2,0
